sentence,likelihood
Austin!,-13.59375
Oh guys!,-13.59375
Did you vote?,-13.5947265625
"Oh, it's OK.",-13.595703125
How did you get in?,-13.595703125
You've got to help me.,-13.595703125
"Yo, Dr.",-13.595703125
"Oh, I can't wait.",-13.595703125
Have you been drinking?,-13.59619140625
I'm not going to go.,-13.5966796875
Stay right there.,-13.59765625
"Mom, Mom, Mom!",-13.59765625
This is hilarious.,-13.59765625
Where's your family?,-13.59765625
Suck my dick.,-13.59765625
That's not good.,-13.59765625
This is not right.,-13.59765625
"Wow, that's cool.",-13.59765625
Did I miss anything?,-13.59765625
That's really weird.,-13.59765625
How big is it?,-13.59765625
"No, actually.",-13.59765625
"No, please.",-13.59765625
"Mom, whatever.",-13.59765625
Tell me something I don't know.,-13.59857177734375
Do you want ice cream?,-13.599609375
"Oh, what are you doing here?",-13.599609375
Where do you guys live?,-13.599609375
What time are you leaving?,-13.599609375
Have you ever been in love?,-13.60009765625
How am I supposed to do this?,-13.600128173828125
You're such a nerd!,-13.6005859375
"Um, dude.",-13.6005859375
"Ugh, Mr.",-13.600830078125
Don't you have anything better to do?,-13.6014404296875
Maybe next year.,-13.6015625
What happened to your hand?,-13.6015625
I'm not good enough.,-13.6015625
Pshh.,-13.6015625
Peeta!,-13.6015625
I'm so pretty!,-13.6015625
Shhhhh!,-13.6015625
Where is she going?,-13.6015625
Here we are.,-13.6015625
You ruined my life!,-13.6015625
"Hey, Adam.",-13.6015625
"Oh, you're gay?",-13.6015625
You know what would be really funny?,-13.6015625
Turn it up!,-13.6015625
You know what else?,-13.6015625
It's Wednesday.,-13.6015625
We have to go.,-13.6015625
It's cute.,-13.6015625
My life sucks.,-13.6015625
Do you know who you are?,-13.6015625
Where is he going?,-13.6015625
Too much!,-13.6015625
Duuuuude!,-13.6015625
Something's not right.,-13.6025390625
Why can't we?,-13.602783203125
It wasn't me!,-13.603271484375
Don't you love me?,-13.6038818359375
What am I gonna do now?,-13.60394287109375
I dare you.,-13.604736328125
But it's not fair!,-13.60546875
Come on already!,-13.60546875
"Oh, no, no, no, no.",-13.60546875
"Duh, Mom.",-13.60546875
"No, Ms.",-13.60595703125
Where do we go from here?,-13.60626220703125
"Well, honey.",-13.6064453125
So what's going on?,-13.607421875
You know what would be hilarious?,-13.607421875
How much is that doggie in the window?,-13.608001708984375
"Fine, Mr.",-13.608154296875
"When you know, you know.",-13.6082763671875
I can't believe he did that!,-13.6083984375
I can't go out.,-13.6083984375
What's your secret?,-13.609375
"Yeah, I'm okay.",-13.609375
"Hey, do me a favor.",-13.609375
Oh my G-d!,-13.609375
I cried.,-13.609375
Unh!,-13.609375
You guys are so lucky.,-13.609375
Friday?,-13.609375
Jenna!,-13.609375
Aw yeah!,-13.609375
I have money.,-13.609375
You like this?,-13.609375
You like it?,-13.609375
"Oh, you're leaving?",-13.609375
"Oh, I'm tired.",-13.609375
Do you want to marry me?,-13.609375
What's going on right now?,-13.609375
Nancy!,-13.609375
What happened to him?,-13.609375
What party?,-13.609375
"Oh my God, really?",-13.609375
Kai!,-13.609375
"Come on, people.",-13.609375
You are right.,-13.609375
Chuck!,-13.609375
"Well, that's okay.",-13.6103515625
Did you call me?,-13.6103515625
Did you read this?,-13.6103515625
What is wrong with him?,-13.610595703125
Are you seeing anyone?,-13.61083984375
Why am I like this?,-13.61083984375
What are you doing with me?,-13.61083984375
"Mom, you just don't get it.",-13.611083984375
"Uhm, yeah.",-13.611328125
Of course you do.,-13.61181640625
Trick or treat!,-13.6123046875
What'd he say?,-13.61328125
Where ya from?,-13.61328125
This is so hard!,-13.61328125
Let's have sex.,-13.61328125
"Well, go ahead.",-13.6142578125
What do you think it means?,-13.6142578125
"Okay, I can do this.",-13.6142578125
What do you have for me?,-13.6142578125
It's nice to meet you.,-13.6143798828125
What are you doing with him?,-13.61474609375
I'm 30 years old.,-13.615234375
I don't want to go there.,-13.615234375
Why would you do that to me?,-13.615234375
"Well, I don't care.",-13.615966796875
"Um, why?",-13.6162109375
Am I doing this right?,-13.6162109375
Where's my purse?,-13.6171875
"Yeah, no worries.",-13.6171875
Why did you come here?,-13.6171875
Let them eat cake.,-13.6171875
You're smart.,-13.6171875
It's my turn.,-13.6171875
"OK, no problem.",-13.6171875
Why did you do it?,-13.6171875
What's this one?,-13.6171875
"Sorry, Mom.",-13.6171875
You're a teacher.,-13.6171875
"Oh my God, what's wrong?",-13.6171875
"Eh, not really.",-13.6171875
Look what I got!,-13.6171875
Can I touch you?,-13.6171875
Why do you keep doing that?,-13.6171875
"Oh my god, I know!",-13.619140625
What did you do wrong?,-13.619140625
Don't know.,-13.6195068359375
"Um, you know what?",-13.6201171875
Danielle!,-13.62109375
"Yo, man.",-13.62109375
How'd you get here?,-13.62109375
That's really good.,-13.62109375
"Okay, dude.",-13.6220703125
Why do I have to go?,-13.623046875
How did you sleep?,-13.623046875
Are you O.,-13.62353515625
"No, it doesn't matter.",-13.6239013671875
No you didn't.,-13.624053955078125
How do we do this?,-13.625
I'm too fat.,-13.625
"Mom, what's for dinner?",-13.625
"Ugh, I'm so tired.",-13.625
How many times?,-13.625
Click!,-13.625
Just leave.,-13.625
You are crazy.,-13.625
Duane!,-13.625
Can I borrow this?,-13.625
"Ugh, Mom.",-13.625
Remember this?,-13.625
I've had it.,-13.625
You're breaking my heart!,-13.625
Can I do this?,-13.625
Hmmmmm.,-13.625
Woooow!,-13.625
I'm not going out.,-13.625
Kill!,-13.625
Take care.,-13.625
Pick one.,-13.625
Go outside.,-13.625
"Okay, okay, okay.",-13.6259765625
Are you going out?,-13.62646484375
What are you doing next weekend?,-13.62646484375
How hard could it be?,-13.627197265625
Have you seen this movie?,-13.62744140625
What am I supposed to do with that?,-13.627838134765625
"Mommy, where are you?",-13.6279296875
"OK, wait.",-13.62890625
"Mom, I.",-13.62890625
Can you turn that down?,-13.62890625
It's a long story.,-13.62890625
"No, I know.",-13.62890625
That's dumb.,-13.62890625
What is that sound?,-13.62890625
What's it called?,-13.62890625
Can I use the bathroom?,-13.62890625
How many languages do you speak?,-13.62939453125
"Whoa, whoa, wait a minute.",-13.629638671875
"Okay, wow.",-13.6298828125
What are you all doing?,-13.63037109375
What're you guys doing?,-13.63037109375
Why don't you do that?,-13.630767822265625
How have you been?,-13.630859375
"What's wrong, dear?",-13.630859375
When were you going to tell me?,-13.631622314453125
Will you dance with me?,-13.632568359375
"Ummm, yeah.",-13.6328125
I am a woman.,-13.6328125
You look amazing!,-13.6328125
You can't make me!,-13.6328125
You're on!,-13.6328125
Happy birthday to me!,-13.6328125
I hate this place.,-13.6328125
Moooooom!,-13.6328125
"Oh, here.",-13.6328125
How can you not?,-13.6328125
Open your mouth.,-13.6328125
Shaun!,-13.6328125
Where did he go?,-13.6328125
Aghh!,-13.6328125
I'm a mother.,-13.6328125
You guys are so cute!,-13.6328125
"Well, come on.",-13.6337890625
"Hey, you know what would be cool?",-13.6337890625
What is that supposed to mean?,-13.6339111328125
Are you hot?,-13.63427734375
Are you sorry?,-13.63427734375
What else do you need?,-13.634765625
Get a real job.,-13.6357421875
This is a great idea.,-13.63671875
That's so sad.,-13.63671875
"Whoa, girl!",-13.63671875
"Wow, that's awesome.",-13.63671875
I don't dance.,-13.63671875
Where's your father?,-13.63671875
I don't know that.,-13.63671875
"Okay, stop.",-13.6376953125
You lied to me!,-13.6376953125
What are you so happy about?,-13.6376953125
This isn't going to work.,-13.63800048828125
Gimme!,-13.63824462890625
"Oh, no big deal.",-13.638671875
Not at all.,-13.638671875
"Dad, please.",-13.638671875
"Aw, no!",-13.638671875
"Uh, I don't think so.",-13.63916015625
"Wait, what do you mean?",-13.63916015625
I can't live without you.,-13.6396484375
Do you know who you're talking to?,-13.64056396484375
Skip!,-13.640625
You're so annoying.,-13.640625
I'll get it.,-13.640625
Joy!,-13.640625
Wolf!,-13.640625
Come back here!,-13.640625
Can I smoke in here?,-13.640625
I've done this before.,-13.640625
Ren!,-13.640625
How much did you pay for that?,-13.640625
Dawn!,-13.640625
What song?,-13.640625
"Oh, wonderful.",-13.640625
"Here, hold this.",-13.640625
No shit.,-13.640625
Heyyyyy!,-13.640625
How can you not know?,-13.640625
I need.,-13.640625
Mami!,-13.640625
Andrew!,-13.640625
It was nothing.,-13.640625
I don't care what anyone says.,-13.640625
Homie!,-13.640625
What do you want to do with your life?,-13.6416015625
I see what you did there.,-13.6416015625
What are you people doing?,-13.64208984375
How do you do?,-13.642578125
That's O.,-13.642578125
I can't believe I'm doing this.,-13.6435546875
What's going on down there?,-13.643798828125
No duh.,-13.64404296875
This is what happened.,-13.64453125
"No, we're not.",-13.64453125
Why are you wearing those?,-13.64453125
Where's the car?,-13.64453125
Is he gay?,-13.64453125
Do you think he likes me?,-13.64453125
Today's my birthday!,-13.64453125
Can you hear that?,-13.64453125
I don't wanna do this.,-13.64453125
Life is short.,-13.64453125
Are you Dr.,-13.64453125
Where are you going today?,-13.64453125
What the hell is going on here?,-13.64501953125
"You don't remember me, do you?",-13.64593505859375
Are you gonna be okay?,-13.64599609375
What are you painting?,-13.64599609375
What are you doing so late?,-13.64599609375
Text me.,-13.646484375
Clean up your room!,-13.646484375
"Uh, no thanks.",-13.646484375
Where did you find that?,-13.646484375
Why didn't you call me back?,-13.6470947265625
"No, I don't want to go.",-13.6473388671875
You know who you remind me of?,-13.64752197265625
"Oh, is that all?",-13.6484375
Why not you?,-13.6484375
It's huge!,-13.6484375
Wooooow!,-13.6484375
It's official.,-13.6484375
Is this yours?,-13.6484375
I'm 30.,-13.6484375
Why would I want that?,-13.6484375
I'm at work.,-13.6484375
I'm a dancer.,-13.6484375
Aahh!,-13.6484375
"Dad, it's okay.",-13.6484375
Did you do that on purpose?,-13.648681640625
Are you coming or what?,-13.64990234375
"All right, honey.",-13.650390625
That doesn't matter.,-13.65045166015625
Don't even bother.,-13.6507568359375
Would you look at that?,-13.65185546875
Go talk to him.,-13.652099609375
What's for supper?,-13.65234375
I need to lose weight.,-13.65234375
"Hey, I really like you.",-13.65234375
Bring out your dead!,-13.65234375
"No, not me.",-13.65234375
This is so good!,-13.65234375
I don't need to.,-13.65234375
Are you sure you want to go?,-13.65380859375
What are you gonna say?,-13.65380859375
"Oh my gosh, no.",-13.654296875
"Dad, stop.",-13.654296875
"Don't worry, I got this.",-13.6546630859375
You know what time it is?,-13.65570068359375
"It's fine, it's fine.",-13.65576171875
Free!,-13.65625
How was your week?,-13.65625
I was.,-13.65625
I have to leave.,-13.65625
Ally!,-13.65625
Mo!,-13.65625
Take a seat.,-13.65625
You're being ridiculous.,-13.65625
Nate!,-13.65625
Poo!,-13.65625
Can I drive?,-13.65625
Let's go to the store.,-13.65625
"Ugh, dude.",-13.65625
Freedom!,-13.65625
Tonight?,-13.65625
Can I see your ID?,-13.65625
Lunch?,-13.65625
So uh.,-13.65625
Very good.,-13.65625
Keep talking.,-13.65625
Pause!,-13.65625
Martha!,-13.65625
"Ugh, you know what?",-13.65625
I have no choice.,-13.65625
I know that.,-13.65625
Let's go for a walk.,-13.65625
Duck!,-13.65625
I totally understand.,-13.65625
Sunday?,-13.65625
Where's the food?,-13.65625
Cat!,-13.65625
C.,-13.65625
Doug!,-13.65625
"No, you won't.",-13.656494140625
What are you thinking right now?,-13.657562255859375
F*ck you!,-13.65771484375
Are you running?,-13.65771484375
We don't do that here.,-13.65771484375
What are you doing this Saturday?,-13.65771484375
I hate you so much.,-13.658203125
"Daddy, Daddy, Daddy!",-13.658203125
Don't go there.,-13.6585693359375
Stop right there!,-13.65869140625
"Okay, this is it.",-13.6591796875
Isn't this amazing?,-13.65948486328125
"Good morning, sunshine!",-13.66015625
What are you doing out so late?,-13.66015625
"Listen, dude.",-13.66015625
What's the deal with you?,-13.66015625
Clean your room!,-13.66015625
Feed me.,-13.66015625
He loves me.,-13.66015625
Oh Em Gee!,-13.66015625
Why is she doing that?,-13.66015625
Why are you so tired?,-13.66015625
Why are you scared?,-13.66015625
That's pretty good.,-13.66015625
Do you like my dress?,-13.66015625
Why do you have so many?,-13.6611328125
"Okay, I got this.",-13.6611328125
What's going on up there?,-13.661376953125
Why aren't you laughing?,-13.661651611328125
What did you eat today?,-13.662109375
But you don't understand.,-13.662628173828125
"Well, how old are you?",-13.6630859375
"No, no, it's okay.",-13.6630859375
Isn't it cute?,-13.66339111328125
It's a free country.,-13.6640625
I'm so worried.,-13.6640625
You're so brave.,-13.6640625
What do we have?,-13.6640625
"Oh, you're so cute!",-13.6640625
I think I'm in love.,-13.6640625
My stomach hurts.,-13.6640625
I have to go to work.,-13.6640625
Let's go to the movies.,-13.6640625
I'm a model.,-13.6640625
You're not my friend.,-13.6640625
Get back to work!,-13.6640625
Why do you want this?,-13.6640625
Sue me.,-13.6640625
What else could it be?,-13.6640625
What the f*ck?,-13.66455078125
Do you want me to go?,-13.665771484375
"Well, what are you talking about?",-13.6658935546875
It's 3 a.,-13.667236328125
Not good enough.,-13.66796875
Speak for yourself.,-13.66796875
Why do you want to go?,-13.66796875
Aurora!,-13.66796875
Here's the problem.,-13.66796875
Where are your kids?,-13.66796875
Do you want to go out tonight?,-13.66796875
Why don't you come over?,-13.669830322265625
You owe me money.,-13.669921875
Do you want to go out with me?,-13.669921875
"I, uh.",-13.671875
Zach!,-13.671875
Hun!,-13.671875
I'm a genius.,-13.671875
You have to go.,-13.671875
Dah!,-13.671875
I'm so smart.,-13.671875
What are we doing now?,-13.671875
I want a baby.,-13.671875
I've been here before.,-13.671875
Stop saying that!,-13.671875
Callie!,-13.671875
Get him!,-13.671875
How was work?,-13.671875
Danger!,-13.671875
He's not my boyfriend.,-13.671875
Nani?,-13.671875
Bang!,-13.671875
Eight?,-13.671875
Where does it hurt?,-13.671875
You need help.,-13.671875
What on earth is this?,-13.671875
Aagh!,-13.671875
"Oh my God, what happened?",-13.671875
Can I bring my friend?,-13.671875
Alan!,-13.671875
Who would do that?,-13.671875
How was your night?,-13.671875
"Yeah, I will.",-13.671875
Why did you leave me?,-13.671875
What do you write about?,-13.6728515625
"Yes, Mrs.",-13.6728515625
Are you here?,-13.67333984375
You know what would be really awesome?,-13.673828125
"Ooh, yeah.",-13.673828125
"Well, what are we going to do?",-13.67449951171875
Are you breaking up with me?,-13.67535400390625
"Yeah, don't worry about it.",-13.6754150390625
"What the hell, girl?",-13.67578125
"Mom, I'm okay.",-13.67578125
Why are you so serious?,-13.67578125
That's so nice.,-13.67578125
This is my family.,-13.67578125
Can you be quiet?,-13.67578125
"Oh, that's so sweet.",-13.67578125
Voila!,-13.67578125
Where do you come up with this stuff?,-13.6761474609375
"Oh my gosh, oh my gosh!",-13.676193237304688
"Okay, man.",-13.6767578125
How did you get there?,-13.677734375
What are we going to do tonight?,-13.677734375
Don't judge me.,-13.6781005859375
When are you going to have a baby?,-13.6787109375
Do you want these?,-13.6796875
I'll pass.,-13.6796875
A writer?,-13.6796875
Why do you like me?,-13.6796875
Silly me!,-13.6796875
"Hey, what's new?",-13.6796875
"Sorry, man.",-13.6796875
I'm not dead.,-13.6796875
I'm not coming.,-13.6796875
You're totally right.,-13.6796875
Is this for you?,-13.6796875
Why are you being weird?,-13.6796875
What's with your hair?,-13.6796875
I'm doing great.,-13.6796875
"Hey, Tom.",-13.6796875
Ya know.,-13.6796875
Dear God!,-13.6796875
Look what I can do!,-13.68017578125
What am I supposed to wear?,-13.680572509765625
Are you doing anything?,-13.68115234375
Are you coming with me?,-13.68115234375
Do you mind if I smoke?,-13.681640625
What are you going to do with it?,-13.681640625
I don't blame you.,-13.681640625
"Dude, what's wrong with you?",-13.681640625
Why are you breaking up with me?,-13.681884765625
Who the hell is this guy?,-13.68359375
"Hey, who's this?",-13.68359375
Can you talk?,-13.68359375
Who's your boyfriend?,-13.68359375
What's up with your hair?,-13.68359375
Come play with me!,-13.68359375
What day is today?,-13.68359375
"Mom, what is it?",-13.68359375
"Excuse me, sir.",-13.6849365234375
What are you doing in my bed?,-13.68505859375
What are you doing to her?,-13.68505859375
Check me out!,-13.68505859375
How ya doin'?,-13.685150146484375
"Oh my gosh, yes!",-13.685546875
You're out of your mind.,-13.685546875
What have you got there?,-13.685546875
Isn't this cool?,-13.68682861328125
Hey guy!,-13.6875
I'm over here.,-13.6875
Aww yeah!,-13.6875
Read this.,-13.6875
Oh my goddess!,-13.6875
Children!,-13.6875
Kenny!,-13.6875
Rebecca!,-13.6875
I'm not having sex.,-13.6875
Heads up!,-13.6875
I need to pee.,-13.6875
What's happened to you?,-13.6875
I'm seventeen.,-13.6875
She did what?,-13.6875
"You know what, no.",-13.6875
Y'all ready?,-13.6875
I know it.,-13.6875
I'm 20.,-13.6875
Do this.,-13.6875
I want one of those.,-13.6875
Jordan!,-13.6875
I can do better.,-13.6875
Nine?,-13.6875
I need a break.,-13.6875
Thanks for nothing.,-13.6875
What the hell is your problem?,-13.6875
Why didn't you text me back?,-13.6876220703125
Doesn't everybody?,-13.68798828125
"Mommy, where are we going?",-13.6884765625
"Okay, you're right.",-13.6884765625
Are you cool with this?,-13.68896484375
But I didn't do anything wrong!,-13.689056396484375
That's not how it works.,-13.689453125
"Mom, I love you so much.",-13.689453125
Of course I did.,-13.68994140625
"No, that's not how it works.",-13.6904296875
"No, look.",-13.69140625
I changed my mind.,-13.69140625
"Mom, this is ridiculous.",-13.69140625
Where's my daddy?,-13.69140625
This is my body.,-13.69140625
"What's up, honey?",-13.69140625
"No, girl.",-13.69140625
"No, okay.",-13.69140625
"Wow, dude.",-13.69140625
This is new.,-13.69140625
Where are my pants?,-13.69140625
You've gotta be kidding me.,-13.69140625
"Yes, okay.",-13.69140625
That's my mom.,-13.69140625
Are you on your period?,-13.69287109375
I don't think this is a good idea.,-13.693359375
You don't need to do that.,-13.693603515625
I like you a lot.,-13.69384765625
Isn't this awesome?,-13.69464111328125
This doesn't make any sense.,-13.69488525390625
"Oh, whoa!",-13.6953125
I love this guy.,-13.6953125
Sssh!,-13.6953125
Do you have anything else?,-13.6953125
"What's wrong, girl?",-13.6953125
Pow!,-13.6953125
You're married.,-13.6953125
I'm an actor.,-13.6953125
Can I get a picture?,-13.6953125
That sounds great.,-13.6953125
Hot damn!,-13.6953125
"Here, honey.",-13.6953125
Tell me the truth.,-13.6953125
You're in college.,-13.6953125
Did you do something with your hair?,-13.6953125
I don't care who you are.,-13.6953125
Be right back.,-13.6953125
I can handle it.,-13.6953125
What's going on out there?,-13.695556640625
What you gonna do?,-13.6962890625
"Honey, no.",-13.6962890625
"All right, baby.",-13.697265625
Break a leg!,-13.697265625
Have you heard the news?,-13.69775390625
What are you supposed to be?,-13.6983642578125
"Mom, listen.",-13.69921875
That's not nice.,-13.69921875
What's the question?,-13.69921875
Can't you do anything right?,-13.69921875
Whose is this?,-13.69921875
That's creepy.,-13.69921875
I don't understand you.,-13.69921875
Let's go swimming!,-13.69921875
"Wow, what?",-13.69921875
"Dude, whatever.",-13.69921875
Let's just go.,-13.69921875
I'll tell you later.,-13.69921875
I don't smoke.,-13.69921875
Is this right?,-13.69921875
Mercy!,-13.69921875
"Rapunzel, Rapunzel, let down your hair!",-13.699714660644531
"Whoa, what's going on here?",-13.70068359375
Why aren't you sleeping?,-13.700714111328125
I'm from New York.,-13.701171875
I can't believe you did this.,-13.7021484375
Isn't it wonderful?,-13.70245361328125
"Oh, don't you know?",-13.70281982421875
Aww man!,-13.703125
You're a liar.,-13.703125
Ohhhhhh!,-13.703125
Why are you so nervous?,-13.703125
Ted!,-13.703125
I love my husband.,-13.703125
What the eff?,-13.703125
Come inside.,-13.703125
Noooooooooooo!,-13.703125
Yooo!,-13.703125
Err.,-13.703125
Mmmhmmm.,-13.703125
Erm.,-13.703125
"So, yeah.",-13.703125
"I love you, Dad.",-13.703125
Well then.,-13.703125
Do you smell something?,-13.703125
I remember.,-13.703125
It's not good enough.,-13.703125
Carl!,-13.703125
Miles!,-13.703125
Facebook?,-13.703125
Sammy!,-13.703125
Christian!,-13.703125
You're coming with me.,-13.703125
What are doing?,-13.703125
Just forget it.,-13.703125
I'm not going home.,-13.703125
Do you want some coffee?,-13.703125
Mindy!,-13.703125
You want this?,-13.703125
What do you think about that?,-13.7041015625
This makes no sense.,-13.704833984375
What are you going to make?,-13.705078125
May I come in?,-13.705078125
Can I cut your hair?,-13.70654296875
"Oh, this is amazing.",-13.70703125
I don't believe in God.,-13.70703125
Sophia!,-13.70703125
Believe me.,-13.70703125
I would love to.,-13.70703125
"I don't know, do you?",-13.70703125
But it's so cute!,-13.70703125
What'd you do last night?,-13.70703125
This is how it is.,-13.70703125
I'm 14 years old.,-13.70745849609375
"Okay, kids.",-13.7080078125
Who told you?,-13.7080078125
Can you come pick me up?,-13.70849609375
Are you going to marry me?,-13.70947265625
"No, I don't want that.",-13.7098388671875
"Well, thank you.",-13.7099609375
Does this outfit make me look fat?,-13.7099609375
What the hell are you looking at?,-13.7099609375
What're you gonna do?,-13.71044921875
I love my life.,-13.7109375
"Hey, Chris.",-13.7109375
New York?,-13.7109375
"Yeah, I'll be there.",-13.7109375
What is this song?,-13.7109375
You betcha!,-13.7109375
Can't you just.,-13.7109375
I'm blind.,-13.7109375
See that guy?,-13.7109375
O really?,-13.7109375
Travis!,-13.7109375
Why is she here?,-13.7109375
I'm really sick.,-13.7109375
"Sorry, honey.",-13.7109375
I'm cool with it.,-13.7109375
A week?,-13.7109375
I'm on my way.,-13.7109375
We gotta go!,-13.7109375
Mm-hm.,-13.7109375
You're 17.,-13.7109375
I'm God.,-13.7109375
I'm so done.,-13.7109375
Did you know this?,-13.7119140625
Stop bothering me.,-13.7119140625
"Okay, that's good.",-13.7119140625
This isn't good enough.,-13.71270751953125
Dawg!,-13.712890625
"Wait, seriously?",-13.712890625
How did you.,-13.712890625
Have you been working out?,-13.71337890625
Aren't you tired?,-13.7137451171875
What were you talking about?,-13.7138671875
What do you know about it?,-13.7138671875
Can we leave now?,-13.71484375
That's hot!,-13.71484375
Can you come?,-13.71484375
This is so funny.,-13.71484375
"You know what, you're right.",-13.71484375
"Hey, what are you up to?",-13.7156982421875
"Uh-huh, uh-huh.",-13.716552734375
"Dad, Dad!",-13.716796875
"Hey, how was your weekend?",-13.716796875
Where did you learn that?,-13.716796875
Who does this guy think he is?,-13.71685791015625
Yoohoo!,-13.71826171875
Are you sure this is okay?,-13.71826171875
"Don't worry, don't worry.",-13.718658447265625
Cutie!,-13.71875
Go get him!,-13.71875
Can I help?,-13.71875
Tsk.,-13.71875
I want to have a baby.,-13.71875
There we go.,-13.71875
I love my job.,-13.71875
"See, see?",-13.71875
Dork!,-13.71875
What's the use?,-13.71875
Pass!,-13.71875
Aaaa!,-13.71875
Why do I care?,-13.71875
Listen up.,-13.71875
I'm not lying.,-13.71875
See me?,-13.71875
Pretty.,-13.71875
Aaaaaah!,-13.71875
Five minutes!,-13.71875
Puppy!,-13.71875
You want to what?,-13.71875
Where's my candy?,-13.71875
Anyway.,-13.71875
How did it go?,-13.71875
I'm a kid.,-13.71875
Ten?,-13.71875
Problem?,-13.71875
"What, honey?",-13.71875
You should go.,-13.71875
Doesn't everyone?,-13.71923828125
You know what's wrong with you?,-13.7197265625
Are you guys hungry?,-13.72021484375
Are you even trying?,-13.72021484375
Are you new?,-13.72021484375
How do you know about this?,-13.720703125
We need to go.,-13.720703125
"No thanks, I'm good.",-13.720703125
What am I gonna do with you?,-13.72113037109375
You never call me.,-13.72265625
I don't know what's happening.,-13.72265625
Why is Mr.,-13.72265625
Why are you running away?,-13.72265625
"Dude, what the hell?",-13.72265625
Stop hitting me!,-13.72265625
I don't care anymore.,-13.72265625
I don't know how you do it.,-13.72265625
"It's okay, guys.",-13.72265625
I'm 21 years old.,-13.723388671875
Do you know how old I am?,-13.7236328125
What did you expect?,-13.724609375
Where did you get this dress?,-13.724609375
Where do you go to school?,-13.724609375
Aloha!,-13.724609375
Can I sit next to you?,-13.725433349609375
I'm eight years old.,-13.7254638671875
Why are you so mad at me?,-13.7255859375
Isn't this wonderful?,-13.72589111328125
I have no idea what's going on.,-13.72607421875
"Hey, you know.",-13.7265625
"Hey, Paul.",-13.7265625
You're the best!,-13.7265625
I'm over you.,-13.7265625
That was it?,-13.7265625
Oh noooo!,-13.7265625
How can you not know that?,-13.7265625
I'm so lucky.,-13.7265625
"Oh, see?",-13.7265625
Wait a moment.,-13.7265625
I'm an American.,-13.7265625
Was that you?,-13.7265625
There's nothing I can do.,-13.7265625
I'm so angry.,-13.7265625
Whoa mom!,-13.7265625
You know what I am?,-13.7265625
Where's your book?,-13.7265625
How do I know?,-13.7265625
I'm not moving.,-13.7265625
Whassup?,-13.7265625
Why would you.,-13.7265625
I'm not gonna do this.,-13.7265625
Is it working?,-13.7265625
Doesn't that hurt?,-13.72705078125
What do you have to do?,-13.7275390625
I'm 40 years old.,-13.728515625
"Uhm, what?",-13.728515625
Stop talking to me.,-13.728515625
"Yeah, that's good.",-13.728515625
Don't you have a job?,-13.7288818359375
Let me show you something.,-13.729248046875
Let's hang out!,-13.72998046875
Why are you worried?,-13.73046875
"No, babe.",-13.73046875
I don't have anything.,-13.73046875
So where you from?,-13.73046875
Why is he crying?,-13.73046875
"Yes, it's true.",-13.73046875
I don't drive.,-13.73046875
That's my baby!,-13.73046875
How much do you know?,-13.7314453125
"What do you mean, no?",-13.7314453125
I'm never doing this again.,-13.7314453125
How are you here?,-13.7314453125
"Excuse me, what are you doing?",-13.7318115234375
What are you guys watching?,-13.73193359375
What are you doing next week?,-13.73193359375
"Mom, can you help me?",-13.732177734375
Why don't you go?,-13.732330322265625
What did you want?,-13.732421875
I'm going to.,-13.73291015625
"Mommy, what is this?",-13.7333984375
"Man, you know what?",-13.7333984375
Move on.,-13.734375
Vegas?,-13.734375
No problemo.,-13.734375
I know you are.,-13.734375
Sick!,-13.734375
Turn it down!,-13.734375
Ooops!,-13.734375
Cam!,-13.734375
Two weeks?,-13.734375
She said what?,-13.734375
"Yeah, I hear you.",-13.734375
You can't be serious.,-13.734375
I'll do anything.,-13.734375
Riley!,-13.734375
Not you too!,-13.734375
I think I'm gay.,-13.734375
Red!,-13.734375
I like her.,-13.734375
Good point.,-13.734375
Who are you with?,-13.734375
Megan!,-13.734375
Fuck me!,-13.734375
Curses!,-13.734375
Eeeee!,-13.734375
What class?,-13.734375
"You know, Ms.",-13.734619140625
Who is Mr.,-13.7353515625
Are you a boy?,-13.73583984375
Don't you have anything else to wear?,-13.7366943359375
Have you seen it?,-13.73681640625
Aren't you happy?,-13.7371826171875
"Okay, wait a minute.",-13.7373046875
"Yeah, don't worry.",-13.7379150390625
What's he going to do?,-13.73809814453125
Wanna dance?,-13.73828125
"No shit, Sherlock.",-13.73828125
"Ah, yes.",-13.73828125
This is my baby.,-13.73828125
This is unbelievable.,-13.73828125
"OK, sure.",-13.73828125
"Hey, no big deal.",-13.73828125
Do you know this guy?,-13.73828125
This is unacceptable.,-13.73828125
"Oh, he's so cute!",-13.73828125
What would you say?,-13.73828125
Shall we?,-13.73828125
I'm tired of this.,-13.73828125
Life is hard.,-13.73828125
Why don't you ever call me?,-13.739166259765625
What are you buying?,-13.73974609375
"Well, are you?",-13.740234375
I'm 19 years old.,-13.74090576171875
What are you gonna do tonight?,-13.74169921875
Who am I kidding?,-13.742034912109375
A tree?,-13.7421875
Do you have any friends?,-13.7421875
I love that dress!,-13.7421875
Why would you ask that?,-13.7421875
Hurrah!,-13.7421875
You know what I really want?,-13.7421875
Go team!,-13.7421875
You're early!,-13.7421875
Why do you even care?,-13.7421875
Eeeek!,-13.7421875
I'm shocked.,-13.7421875
Can we just talk?,-13.7421875
That hurts!,-13.7421875
I wanna go home.,-13.7421875
Why are they doing this?,-13.7421875
I'm a student.,-13.7421875
You're 18.,-13.7421875
You should do it.,-13.7421875
It's gone.,-13.7421875
